Document Count,Indexing Duration Micros,Start of Document
9764,10078,the the the the the the the
9765,9922,the the the the the the the
9766,10023,the the the the the the the
9767,10301,the the the the the the the
9768,10156,the the the the the the the
9769,10287,the the the the the the the
9770,10162,the the the the the the the
9771,10063,the the the the the the the
9772,10092,the the the the the the the
9773,10038,the the the the the the the
9774,10215,the the the the the the the
9775,9995,the the the the the the the
9776,10082,the the the the the the the
9777,10185,the the the the the the the
9778,10067,the the the the the the the
9779,10759,the the the the the the the
9780,10042,the the the the the the the
9781,10481,the the the the the the the
9782,10031,the the the the the the the
9783,10445,the the the the the the the
9784,10104,the the the the the the the
9785,10407,the the the the the the the
9786,9983,the the the the the the the
9787,10061,the the the the the the the
9788,10042,the the the the the the the
9789,10930,the the the the the the the
9790,10076,the the the the the the the
9791,10239,the the the the the the the
9792,10063,the the the the the the the
9793,10463,the the the the the the the
9794,10323,the the the the the the the
9795,10224,the the the the the the the
9796,10120,the the the the the the the
9797,10446,the the the the the the the
9798,10056,the the the the the the the
9799,10200,the the the the the the the
9800,9954,the the the the the the the
9801,10487,the the the the the the the
9802,10104,the the the the the the the
9803,10483,the the the the the the the
9804,10100,the the the the the the the
9805,10469,the the the the the the the
9806,10100,the the the the the the the
9807,10339,the the the the the the the
9808,10122,the the the the the the the
9809,10461,the the the the the the the
9810,10129,the the the the the the the
9811,10237,the the the the the the the
9812,10078,the the the the the the the
9813,10608,the the the the the the the
9814,10059,the the the the the the the
9815,10484,the the the the the the the
9816,10624,the the the the the the the
9817,10438,the the the the the the the
9818,10027,the the the the the the the
9819,10107,the the the the the the the
9820,10107,the the the the the the the
9821,10406,the the the the the the the
9822,10137,the the the the the the the
9823,10263,the the the the the the the
9824,10109,the the the the the the the
9825,10540,the the the the the the the
9826,10051,the the the the the the the
9827,10215,the the the the the the the
9828,10082,the the the the the the the
9829,11390,the the the the the the the
9830,10029,the the the the the the the
9831,10559,the the the the the the the
9832,10172,the the the the the the the
9833,10940,the the the the the the the
9834,10422,the the the the the the the
9835,10712,the the the the the the the
9836,10243,the the the the the the the
9837,9965,the the the the the the the
9838,10809,the the the the the the the
9839,10566,the the the the the the the
9840,10754,the the the the the the the
9841,10993,the the the the the the the
9842,10494,the the the the the the the
9843,10989,the the the the the the the
9844,10255,the the the the the the the
9845,11612,the the the the the the the
9846,11841,the the the the the the the
9847,10202,the the the the the the the
9848,10501,the the the the the the the
9849,10352,the the the the the the the
9850,10644,the the the the the the the
9851,10838,the the the the the the the
9852,10564,the the the the the the the
9853,11257,the the the the the the the
9854,10375,the the the the the the the
9855,10352,the the the the the the the
9856,10871,the the the the the the the
9857,10265,the the the the the the the
9858,10562,the the the the the the the
9859,10754,the the the the the the the
9860,10017,the the the the the the the
9861,9999,the the the the the the the
9862,10540,the the the the the the the
9863,9992,the the the the the the the
9864,10286,the the the the the the the
9865,10077,the the the the the the the
9866,11448,the the the the the the the
9867,10018,the the the the the the the
9868,10591,the the the the the the the
9869,10572,the the the the the the the
9870,10072,the the the the the the the
9871,10201,the the the the the the the
9872,10473,the the the the the the the
9873,11093,the the the the the the the
9874,10172,the the the the the the the
9875,10985,the the the the the the the
9876,10121,the the the the the the the
9877,11194,the the the the the the the
9878,10172,the the the the the the the
9879,10571,the the the the the the the
9880,11639,the the the the the the the
9881,10970,the the the the the the the
9882,10421,the the the the the the the
9883,10264,the the the the the the the
9884,10280,the the the the the the the
9885,10378,the the the the the the the
9886,10624,the the the the the the the
9887,10563,the the the the the the the
9888,10462,the the the the the the the
9889,10416,the the the the the the the
9890,11312,the the the the the the the
9891,10859,the the the the the the the
9892,10431,the the the the the the the
9893,9960,the the the the the the the
9894,10075,the the the the the the the
9895,10293,the the the the the the the
9896,10877,the the the the the the the
9897,10039,the the the the the the the
9898,10132,the the the the the the the
9899,10419,the the the the the the the
9900,11890,the the the the the the the
9901,10701,the the the the the the the
9902,10244,the the the the the the the
9903,9972,the the the the the the the
9904,10027,the the the the the the the
9905,11037,the the the the the the the
9906,11040,the the the the the the the
9907,10415,the the the the the the the
9908,10218,the the the the the the the
9909,10400,the the the the the the the
9910,10412,the the the the the the the
9911,10271,the the the the the the the
9912,11224,the the the the the the the
9913,10125,the the the the the the the
9914,10609,the the the the the the the
9915,10103,the the the the the the the
9916,10261,the the the the the the the
9917,10131,the the the the the the the
9918,10700,the the the the the the the
9919,9992,the the the the the the the
9920,10114,the the the the the the the
9921,10073,the the the the the the the
